Title,Author,Location,Highlight
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,296,Necesitamos hablar sobre el pasado para poder distinguir las inquietudes baladíes y exageradas que asolan nuestros pensamientos de las experiencias que de verdad importan.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,300,"Necesitamos hablar, tanto para recordar como para olvidar."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,328,Las personas no existen entre otras personas como mentes independientes. Que sea capaz de comportarse de forma más o menos aceptable con los demás no significa que un individuo esté del todo equilibrado.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,329,"Hablando en plata: externalizamos el problema de la cordura. Las personas no conservan la salud mental solo gracias al equilibrio de su propia mente, sino porque los de su alrededor les recuerdan constantemente cómo pensar, actuar y hablar."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,355,"Competimos por que nos presten atención personal, social y económicamente. Es algo que el dinero no puede comprar."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,356,"Conseguir que otros hagan caso a lo que tú consideras importante o interesante significa validar, en primer lugar, la importancia de esa misma cosa, pero también denota algo más crucial: te valida a ti mismo como centro reputado de experiencia consciente y contribuyente al mundo colectivo."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,379,"El mundo social restringe y concreta el universo para nosotros, pues subraya qué es importante. Pero ¿qué significa importante? ¿Cómo se determina? El individuo es moldeado por el mundo social."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,400,"La realidad de esta ética natural hace que denigrar al tuntún las instituciones sociales sea a la vez un error y un peligro. ¿La razón? Esas instituciones han evolucionado para resolver problemas que se tienen que resolver para que la vida continúe. No son para nada infalibles, pero mejorarlas, en vez de empeorarlas, es un rompecabezas muy difícil."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,402,"Es decir, tengo que reducir la complejidad del mundo a una sola idea para poder actuar y, al mismo tiempo, tener en cuenta a todas las personas, tanto en su condición actual como futura. ¿Cómo lo hago? Comunicándome y negociando. Utilizando los recursos del amplio mundo para hacer frente a este problema cognitivo tan complejo."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,467,"El juego con otros depende, según advirtió el gran psicólogo del desarrollo Jean Piaget,[12] de que se pacte con los compañeros de juego un objetivo compartido. Este pacto colectivo de un objetivo compartido—⁠el propósito del juego⁠—, sumado a las normas que regulan la cooperación y la rivalidad con respecto a ese objetivo, constituye un verdadero microcosmos social."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,483,"Como mínimo, hay un punto de partida (la guardería, un resultado de cero a cero, una primera cita, un puesto de trabajo raso) que mejorar, un procedimiento para materializar esa mejora y un objetivo deseable: la graduación en el instituto, una victoria, una relación sentimental estable, una carrera de éxito."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,487,"Así pues, el mejor jugador no es el que gana un juego en concreto, sino, entre otras muchas cosas, el que es invitado por un mayor número de personas a participar en las series de juegos más extensas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,494,Va bien situarse al pie de la jerarquía.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,495,Gratitud: hay personas que saben más que tú y deberías tomártelo con filosofía.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,497,Humildad: es mejor dar por hecha la ignorancia e intentar aprender que asumir un conocimiento suficiente y arriesgarse a la ceguera consiguiente.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,506,"Si uno no está dispuesto a ser un novato ingenuo, no aprenderá. Por esta razón, entre otras, Carl Jung consideraba al Loco el precursor arquetípico de la figura del Redentor (también arquetípico): el individuo perfeccionado."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,517,"el novato de hoy es el maestro del mañana. Así pues, incluso los más logrados, pero que desean llegar aún más lejos, necesitan seguir identificándose con los que aún no se han granjeado ningún éxito, apreciar la búsqueda de competencia, subordinarse con esmero y humildad sincera al juego actual, así como cultivar el conocimiento, el autocontrol y la disciplina que hacen falta para dar el siguiente paso."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,540,"Había abandonado su despreocupado cinismo por el lugar que ocupaba en el mundo y la gente que tenía a su alrededor y había aceptado la estructura y la posición que se le ofrecían. Vio refulgir la posibilidad y la oportunidad cuando antes había estado cegado, en esencia, por su orgullo. Dejó de denostar la institución social de la que formaba parte y empezó a desempeñar correctamente su papel. Y sacó muy buen partido de volverse más humilde."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,544,"Con mucho acierto, se suele decir que la auténtica comunicación solo puede darse entre iguales."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,545,"Eso es porque es muy difícil llevar la información a escalafones superiores de una jerarquía. Los que ocupan un buen puesto (he aquí un grave peligro de ascender) han usado su competencia—⁠sus preciadas opiniones, su conocimiento actual y sus habilidades⁠—para aducir una prerrogativa moral sobre su estatus."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,617,"Valga decir que, por supuesto, es apropiado conceder poder a las autoridades competentes si están resolviendo problemas necesarios;"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,618,Esto se podría considerar la filosofía de la responsabilidad.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,619,"Una persona responsable decide afrontar un problema y luego pone su empeño—⁠e incluso su ambición⁠—en solucionarlo, con otras personas, de la manera más eficiente posible. Decimos eficiente porque hay otros problemas que resolver, y la eficiencia permite ahorrar recursos que se podrían destinar a cambiar otras cosas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,622,"La ambición se confunde muchas veces—y a menudo a propósito⁠—con el deseo por el poder, condenándosela con tímidos elogios, denigrándola y castigándola."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,624,"La autoridad no es mero poder; y es muy perjudicial, incluso peligroso, confundir ambas ideas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,625,"Cuando las personas ejercen su poder sobre otras, las están forzando."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,626,"Cuando las personas ostentan autoridad, en cambio, lo hacen gracias a su competencia; una competencia que los demás reconocen y aprecian espontáneamente, que se suele seguir por voluntad propia, con cierto alivio y con la sensación de que se está haciendo justicia."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,631,"las buenas personas son ambiciosas (y diligentes, honestas y resueltas) porque están poseídas por el deseo de resolver problemas genuinos y graves."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,635,Uno de los aspectos principales y socialmente más importantes de la victoria es la superación de obstáculos por el bien común.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,644,"Asumir la autoridad significa aprender que el poder exige preocuparse y ser competente, y eso tiene un coste real."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,651,"Sin duda existen tiranos cortos de miras, deliberadamente ciegos y obstinadamente egoístas, pero no son para nada la mayoría, por lo menos en las sociedades funcionales. De lo contrario, nada marcharía bien."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,671,"El hecho de ser criaturas tan sociales nos obliga a cumplir las reglas, mantener la cordura y minimizar la incertidumbre, el sufrimiento y el conflicto innecesario. Con todo, también debemos transformar dichas reglas con cuidado, a medida que las circunstancias a nuestro alrededor cambian."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,674,"En condiciones normales, se puede decir que la capacidad de ceñirse a las normas vence de forma incontestable a la incapacidad."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,675,"No obstante, la negativa a cumplir las normas cuando el contexto social se ha vuelto patológico—⁠incompleto, arcaico, voluntariamente ciego o corrupto⁠—es algo todavía más valioso, como lo es la capacidad de ofrecer alternativas creativas y válidas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,677,"Esto nos impone a todos un dilema moral permanente: ¿cuándo nos limitamos a seguir la convención, a hacer lo que otros nos piden o nos exigen? Y ¿cuándo confiamos en nuestro propio criterio individual, con todas sus limitaciones y prejuicios, y rechazamos lo que nos reclama el colectivo? En otras palabras: ¿cómo equilibramos un conservadurismo sensato con una creatividad revitalizante?"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,718,"no hay nada malo, en principio, en expresar inquietud por los problemas del planeta. Esa no es la cuestión. Lo que sí es nocivo es sobreestimar tu conocimiento sobre estos temas—⁠o incluso pensar sobre ellos⁠—cuando eres una veinteañera sin nada positivo en tu vida y con grandes dificultades para levantarte siquiera de la cama. En esas condiciones, necesitas reordenar tus prioridades y, para hacerlo, es crucial adoptar la humildad necesaria para abordar y resolver tus propios problemas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,732,"Ya me perdonaréis el cliché, pero antes de correr hay que saber andar. Incluso tendrás que saber gatear antes de poder andar. Esto es parte de aceptar tu posición como novato en el fondo de la jerarquía que tan casual, arrogante y egoístamente desprecias."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,755,"Para gestionar bien asuntos complejos, hay que ser lo bastante lúcido para distinguir entre los ansiosos de poder y chupópteros pseudodefensores del statu quo y los conservadores genuinos; y distinguir los rebeldes sin causa autoengañados e irresponsables de los auténticamente creativos. Y gestionar esto significa separar esos factores dentro del alma propia de cada uno, así como en las otras personas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,872,"cumple las reglas hasta que seas capaz de ser un ejemplo radiante de lo que representan, pero infríngelas cuando esas mismas reglas sean el mayor impedimento a la encarnación de sus virtudes primordiales."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,908,"regla 1. Si entiendes las reglas—⁠que son necesarias y sagradas, que ayudan a mantener a raya el caos, que unen a las comunidades que las cumplen, que su ratificación tiene un precio y que es peligroso quebrantarlas⁠—, pero estás dispuesto a asumir toda la responsabilidad que deriva de hacer una excepción porque ves en ello un bien superior (y si eres alguien con suficiente personalidad para esa distinción), entonces estás respetando la esencia de la ley, más que su simple redacción, lo cual es un acto moral sublime. Pero, si te niegas a reparar en la importancia de las reglas que estás infringiendo y actúas por pura conveniencia, no eres más que un desventurado sin remedio. Si eres negligente con tu propia tradición, el tiempo te pondrá en tu sitio de forma irrevocable y dolorosa."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,926,"La interacción constante entre las instituciones sociales y el logro creativo es lo que mantiene el mundo equilibrado sobre la delgada línea que separa el exceso de orden y el exceso de caos. Es un dilema terrible; un verdadero aprieto existencial. Tenemos que respaldar y valorar el pasado actuando con gratitud y respeto. Ahora bien, también tenemos que mantener los ojos abiertos—⁠nosotros, los visionarios vivos⁠—y reparar, cuando se estropean, los mecanismos antiguos que nos dan estabilidad y apoyo."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,929,"Así pues, debemos sobrellevar la paradoja de respetar las paredes que nos resguardan, en tanto que dejamos entrar suficiente aire nuevo y revolucionario para que nuestras instituciones sigan vivas y sanas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,940,No eres solo algo que es. Eres algo en proceso de cambio; y aquello en lo que puedes llegar a convertirte también supera tu entendimiento.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,957,Hay muchas cosas que podríamos hacer—⁠cosas que nuestro cuerpo y nuestra mente son capaces de hacer⁠—y que siguen latentes incluso a nivel genético. La exposición a nuevas experiencias activa este potencial latente y despierta habilidades grabadas en nosotros a lo largo de nuestra extensa historia evolutiva.[27]
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1033,"Pregunta: ¿quién eres?, o, al menos, ¿quién podrías ser? Respuesta: parte de la fuerza eterna que decide motu proprio enfrentarse constantemente a lo terrible y desconocido; parte de la fuerza eterna que deja atrás la candidez y se vuelve lo bastante peligrosa, aunque con control, para entender el mal y plantarle cara de frente; y parte de la fuerza eterna que reta al caos y lo transforma en un orden productivo, o que coge un orden que se ha vuelto demasiado restrictivo, lo reduce al caos y lo vuelve a hacer productivo."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1074,"En el tercio inferior de la imagen figura una esfera con alas en la que hay dibujado un cuadrado, un triángulo y los numerales tres y cuatro.[31] Los alquimistas conocían esta entidad o este objeto singular como el caos circular.[32]"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1077,Es un recipiente—⁠el recipiente inicial del elemento primordial⁠—que contiene aquello de lo que están hechos el mundo y la psique antes de diferenciarse.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1079,Esto es lo que te llama la atención de manera inconsciente y te impele a hacer caso de algo antes de que sepas por qué te ha cautivado.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1079,"Es el momento y el lugar en que lo nuevo entra en lo predecible y certero, para bien o para mal; es lo que revolotea a tu alrededor con poco control—⁠como si tuviera alas⁠—a medida que tu atención salta de manera impredecible pero decidida de asociación en asociación; y es aquello que miras cuando no tienes ni idea de a qué te enfrentas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1121,"No hay nada más importante que aprender a esforzarse por jugar limpio en circunstancias adversas y funestas. Esto es lo que habría que perseguir, por decirlo de algún modo, durante cualquier juego, aunque también sea importante intentar ganar.[35]"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1123,"Cuando somos afortunados, todos tenemos algo que nos llama la atención—⁠el amor por una persona, un deporte, un problema político, sociológico o económico, o un cometido científico; una pasión por el arte, la literatura o el teatro⁠—y nos impulsa hacia delante, algo que nos apela por razones que no podemos controlar ni entender (intenta interesarte por algo que no te importa y verás cómo sale la cosa)."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1126,"Los fenómenos (de la palabra griega faineszai, ‘aparecer, ser sacado a la luz’) que nos encandilan son como faroles en un camino oscuro: forman parte de los procesos inconscientes destinados a compenetrar e impulsar el desarrollo de nuestras almas, el impulso de nuestro desarrollo psicológico. Tú no eliges qué te interesa. Ese algo te elige a ti. Algo sale de la oscuridad para resultarte fascinante, digno de ser vivido; después, algo nos hace avanzar hasta la siguiente manifestación significativa. Y así va la cosa, mientras seguimos buscando, desarrollándonos, creciendo y floreciendo."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1130,"Es un viaje peligroso, pero también es la aventura de nuestras vidas. Imagínate que vas en pos de alguien a quien amas: le atrapes o no, cambias sobre la marcha."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1132,"En todos estos casos, experimentas algo nuevo. A veces duele; a veces es lo mejor que te ha pasado jamás. De cualquier modo, te marca a fuego. Todo es parte del potencial del mundo; una cruzada que te atrae al Ser,[36] que te cambia para siempre para bien o para mal."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1138,"Primero, encuentra algo que te interese. Ese algo (el caos circular) contiene o exhala potencial o información. Si se persigue y se atrapa, el caos libera esa información, con la que erigimos el mundo que percibimos y nos erigimos a nosotros mismos como espectadores."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1152,De lo desconocido—el potencial que conforma el mundo⁠—sale la forma terrible pero sugestiva del dragón: la comunión del peligro y la promesa.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1185,"entendemos la realidad como si estuviera formada por personalidades. El motivo es que buena parte de lo que encontramos en nuestra realidad hipersocial, nuestras sociedades complejas, es precisamente personalidad;"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1205,"la demolición inconsciente de la tradición es la invitación para que vuelva a emerger el caos. Cuando la ignorancia destruye la cultura, surgen los monstruos."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1225,"siempre que personas de distintos orígenes tienen que convivir de forma más o menos permanente, surge una pregunta eterna: ¿qué comparten todos los dioses que los convierte en tales? ¿Qué es Dios, en esencia?"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1226,"Por una parte, es la pregunta del valor: ¿qué es lo más importante? Por otra parte, es la pregunta de la soberanía: ¿qué principio debería regir? Estas son preguntas que plantean aquellos que meditan sobre la fuente última de la propia relevancia divina."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1229,La respuesta nació en forma de historia.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1230,"Los mesopotámicos intuyeron con maestría que el dios—⁠y el bien⁠—supremo necesitaba una gran capacidad de atención (Marduk tenía varios ojos y a ambos lados de la cabeza) y un lenguaje eficaz (las palabras mágicas de Marduk, capaz de generar un cosmos), así como coraje y fuerza para afrontar y vencer voluntariamente al caos, lo desconocido."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1232,"Se podría decir que estos son los rasgos que definen el gran espíritu central de la humanidad, al menos en la medida en que es noble y admirable."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1234,"Horus, hijo de Osiris, con el aguzado halcón, y le identificaron con la visión dispuesta a buscar, detectar, entender y derrotar el mal"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1235,"Representar esa realidad—⁠presta atención, ante todo, incluso a lo monstruoso y malvado, y habla con sabiduría y honestidad⁠—podría ser el mayor hito de nuestra especie.[42]"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1238,"Nos permite plasmar dramáticamente la necesidad fundamental de abordar lo que nos indican los sentidos, por más terrible que sea la realidad revelada."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1239,"Permite acercar nuestra comprensión explícita a lo más íntimo de nuestro ser, con lo que puede haber una unión más sincera entre cuerpo y alma, mediante la comprensión e imitación parcial de la historia."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1240,"Y lo que quizá sea más importante aún: nos permite reparar en la enorme trascendencia de las palabras para materializar el potencial, y nos ayuda a entender que el papel que desempeñamos todos en esa transformación es casi divino, en un sentido vital."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1337,"Quien se atreve, gana;[53] si no, muere. Y el que gana también se vuelve irresistiblemente deseable y atractivo, en especial por el desarrollo de la personalidad que siempre genera la aventura. Y esto es lo que nos vuelve para siempre más que conejos."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1359,"Es más conveniente cercar y destruir el peligro; e incluso eso es demasiado concreto para constituir una solución permanente al problema del mal (o una solución a cualquier tipo de mal). En un sentido más profundo y abstracto (enlazando con la idea de que el mayor depredador, la serpiente más grande, es el mal que nos acecha desde dentro), la destrucción del mal se manifiesta como la vida de virtud que encorseta la maldad en su forma más abstracta y exhaustiva."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1377,"Una transformación voluntaria a través de la muerte y el renacimiento—⁠el cambio necesario para adaptarse cuando ocurren cosas terribles⁠—es, pues, una solución a la rigidez potencialmente fatal de la certidumbre equivocada, el orden excesivo y el embotamiento."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1398,"Si un acto majestuoso y memorable es aquel que lleva a cabo un individuo especialmente digno de admirar, un héroe local, los actos más majestuosos y memorables posibles son los que consuma el espíritu (encarnado en parte por personas concretas) y que evidencian lo que todos los héroes locales del mundo tienen en común."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1401,"En consecuencia, es lógico que ese héroe de héroes—⁠ese metahéroe⁠—deba existir en un lugar común a todos los lugares que exigen heroísmo."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1402,"Ese lugar podría considerarse un metamundo, aunque es real, cuando no hiperreal (es decir, es más real en su abstracción espaciotemporal que nuestras percepciones directas de un tiempo o espacio determinado)."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1403,"En el fondo, es este metamundo hiperreal el que está formado por las interacciones continuas entre caos y orden, los campos de batalla eternos entre el bien y el mal connaturales al héroe."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1406,"Es a la vez heredero y mediador de estas fuerzas gemelas, pues transforma el caos en un orden habitable (y refunde el orden en caos para que pueda ser renovado, una vez se ha vuelto anacrónico y corrupto)."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1408,"Todo el mundo necesita una historia para estructurar sus sentidos y actos; de lo contrario, la existencia sería un caos abrumador."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1420,"el alma dispuesta a transformarse cuanto haga falta es el enemigo más poderoso contra las diabólicas serpientes de la ideología y el totalitarismo, en sus formas personales y sociales."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1421,"Una personalidad sana, dinámica y, por encima de todo, sincera admitirá los errores. Se prestará a desprenderse de las percepciones, los pensamientos y los hábitos anticuados, o a dejarlos morir, pues son óbices para el éxito y el crecimiento ulterior."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1425,"Proponte algo. Elige la mejor meta que se te ocurra e intenta alcanzarla, aunque te tambalees. Percátate de tus errores y malentendidos cuando lo hagas, afróntalos y corrígelos. Ordena tu historia. Pasado, presente y futuro; todo importa."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1427,"Tienes que conocer el camino. Tienes que saber dónde has estado para no repetir los errores del pasado. Tienes que saber dónde estás o no podrás trazar una línea desde el punto de partida hasta tu destino. Tienes que saber adónde vas o te ahogarás en la incertidumbre, la impredecibilidad y el caos y te desvivirás por la esperanza y la inspiración."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1429,"Para bien o para mal, estás de viaje. Estás en una aventura y más vale que tu mapa sea exacto. Decídete a afrontar lo que te bloquea el paso. El paso es el camino de la vida, el trascendental camino de la vida, el camino estrecho y sinuoso que recorre la mismísima frontera entre orden y caos; el camino que, al ser transitado, equilibra ambos conceptos."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1432,"Proponte algo profundo, noble y excelso. Si a medio camino encuentras una vía mejor, cambia de rumbo. Pero ten cuidado: no es fácil distinguir entre cambiar de senda y rendirse."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1433,"(Una pista: si el nuevo camino que has descubierto después de aprender lo que tenías que aprender parece más accidentado, puedes estar bastante seguro de que no te estás engañando ni traicionando a ti mismo al cambiar de opinión)."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1435,"De este modo, avanzarás zigzagueando. No es la manera más rápida de viajar, pero no hay alternativa real, dado que tus objetivos tendrán que cambiar a medida que los persigas, mientras vayas aprendiendo lo que necesitas aprender al disciplinarte. Verás que vas dando tumbos a lo largo del tiempo, gradual y elegantemente, para apuntar cada vez con mayor precisión a ese puntito, a la equis que marca el lugar, el blanco de la diana y el centro de la cruz; para apuntar al valor más elevado de los que se te ocurren."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1438,"Perseguirás un objetivo que se mueve y que se aleja: se mueve porque la primera vez no eres lo bastante sabio para apuntar en la dirección correcta; se aleja porque, por más cerca que estés de perfeccionar lo que estás haciendo en un momento dado, se abrirán ante ti nuevos horizontes de la posible perfección. Con todo, la disciplina y la transformación te impulsarán inexorablemente hacia delante."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1442,"Con voluntad y con suerte, serás el héroe de esa historia, el peregrino disciplinado, el transformador creativo y el benefactor de tu familia y de la sociedad en general."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1444,Imagina quién podrías ser y pon todo tu empeño en serlo.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1469,"en cierto modo, es un asunto trivial. Pero, visto desde otra perspectiva, no tiene nada de trivial, por dos razones."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1470,"Primero: si algo pasa cada día, hay que darle importancia,"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1471,"Por tanto, si había algo que fuera una molestia crónica, aunque fuera nimia, se tenía que abordar."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1472,"Segundo, es muy habitual dejar que las irritaciones consideradas leves (que no lo son, como he dicho, si suceden de continuo) se prolonguen durante años sin comentarlas o resolverlas."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1473,"He aquí el problema: si sumas cien o mil de esos incordios (y pasa), tu vida será una pesadilla y tu matrimonio se verá abocado al desastre. Así pues, no finjas estar contento con algo si no lo estás; tampoco si es posible, en teoría, pactar una solución razonable. Peleaos, diantre. Por más desagradable que sea en ese momento, aliviaréis parte de la tensión."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1495,"Nunca quedó del todo claro qué habría preferido, lo cual podría ser parte del problema: como no sabía qué le gustaba y era igual de ambigua respecto a lo que no le gustaba, no tenía fuerza para expresar sus propias opiniones."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1516,"Todas las discrepancias triviales pero crónicas sobre la cocina, los platos, la limpieza de la casa, la responsabilidad por las finanzas o la frecuencia con que se tienen relaciones sexuales se irán duplicando a menos que las consigáis solventar."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1519,"Sin embargo, cuando vagas, vas sin rumbo; y la probabilidad de conseguir lo que quieres y necesitas vagando sin rumbo es muy baja. Las cosas se desmoronan solas, pero los pecados de los hombres aceleran su deterioro:"
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1534,"Existen muchas condiciones o circunstancias en que, en teoría, puede darse el autoengaño."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1535,"Freud pensaba que buena parte de la enfermedad mental se debe a la represión, que hay razones para considerar una forma de autoengaño."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1537,"Freud creía que la personalidad humana no es unitaria, sino que está formada por un revoltijo fragmentado y caótico de espíritus que no siempre están de acuerdo, o que ni siquiera se comunican."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1538,"La verdad de esta afirmación es innegable, al menos en un aspecto simple: podemos pensar en cosas—⁠podemos simular acciones o sucesos posibles o alternativos⁠—sin tener que hacerlas de inmediato. Es necesario disociar entre pensamiento y acción para que exista el pensamiento abstracto."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1547,Freud elaboró una larga lista de fenómenos similares a la represión—⁠la expulsión activa de la mente del material psicológico potencialmente consciente⁠—que él denominaba mecanismos de defensa.
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1549,"Comprenden la negación («la verdad, no está tan mal»), la formación reactiva («adoro una barbaridad a mi madre»), el desplazamiento («el jefe me grita a mí, yo grito a mi mujer, mi mujer grita al bebé y el bebé muerde al gato»), la identificación («se burlan de mí y eso me lleva a ser un acosador»), la racionalización (una justificación interesada para un acto censurable), la intelectualización (la opción favorita del Woody Allen de los inicios, divertido y neurótico), la sublimación («siempre puedo pintar a mujeres desnudas») y la proyección («no soy delicado; simplemente eres un pesado»)."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1555,"Primer error: Freud no se percató de que los pecados de omisión contribuían tanto o más a la enfermedad mental que los pecados de comisión enumerados arriba, que constituyen la represión."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1560,"El primer problema—⁠la ceguera deliberada⁠—se da cuando podrías averiguar algo, pero dejas de indagar en ello para no descubrir una cosa que te podría incomodar bastante."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1603,"Una cosa conduce a otra más profunda, y esa conduce a otra más profunda todavía, hasta que una discusión sobre qué platos son mejores para servir el almuerzo se convierte en una guerra sin cuartel sobre la conveniencia de disolver el matrimonio."
Más allá del orden (Jordan Peterson) (Z-Library),Jordan Peterson,1604,"Y no cabe duda de que es el miedo a caer por un orificio de ese tamaño (en particular, cuando hay muchas cosas de las que no se ha hablado) lo que motiva la propensión a callar cuando sería mejor, aunque más peligroso, expresarse."
